profile,Vcem_fraction,Vcem_percent,lnCn_MAP,Cn_MAP,objective_MAP,nuisance_prior_norm,optimizer_success,optimizer_nfev,optimizer_optimality,active_bounds,MAP_phi_bias_sigma,MAP_vsh_bias_sigma,MAP_sw_bias_sigma,MAP_f_kf_shift_sigma,MAP_log_clay_mod_scale_sigma,MAP_brine_salinity_shift_sigma,MAP_GOR_shift_sigma,MAP_log_cement_mod_scale_sigma,MAP_phic_pack_shift_sigma,MAP_logP_calibration_sigma,MAP_log_stress_bulk_scale_sigma,MAP_log_stress_shear_scale_sigma,MAP_stiff_cement_volume_shift_sigma,MAP_ln_soft_cn_offset_sigma,MAP_ln_stiff_cn_offset_sigma,MAP_soft_phic_shift_sigma
static,0.03836666666666667,3.836666666666667,1.4714737444298744,4.3556495275483105,0.03964858101385067,0.12076310214968262,True,36,0.041631318432402795,0,-0.003170654905123946,9.074938231435231e-10,0.0073108517307314,0.06525051967380098,-0.0947106790440817,0.022939700062681676,-0.011364054481566572,-0.007830166099006233,0.023995814597603707,,,,,,,
static,0.04033333333333333,4.033333333333333,1.4653266657627286,4.3289571314364474,0.046313048047081355,0.12928996488758446,True,29,0.04744139479971433,0,-0.0033424884053216215,2.827012772798586e-09,0.007846813851027265,0.06961744895736437,-0.10101978082735052,0.024707049534325197,-0.012350863437564731,-0.007415330019730043,0.027813589176817543,,,,,,,
static,0.0423,4.2299999999999995,1.4600700280981909,4.3062610770601815,0.05361939797949357,0.13835241827500736,True,60,0.0491126165268486,0,-0.0035729703596807747,1.1379369962633778e-09,0.008437713816981527,0.07477054138192123,-0.10749098988431807,0.026624595575934735,-0.013381100464792026,-0.007476486370986326,0.031123350692872077,,,,,,,
static,0.04426666666666666,4.426666666666666,1.4549004855461205,4.284057118784069,0.061435112391729815,0.14524289268402257,True,36,0.05126417757852851,0,-0.003414722837577597,1.3228670150998043e-09,0.008873223318444772,0.07639540450564657,-0.11301766137149866,0.028214054647890275,-0.014348092472204086,-0.005782603836172178,0.03688515548633025,,,,,,,
static,0.04623333333333333,4.623333333333333,1.450802321152064,4.266536274609442,0.06999364288178057,0.1540242061564291,True,31,0.054999463543778486,0,-0.0035482944403308933,1.1159456597799734e-09,0.009472985428404284,0.08076184396186968,-0.11932188155112868,0.03012565924340135,-0.015424253093329897,-0.005412145143264191,0.041063209023951934,,,,,,,
static,0.04819999999999999,4.819999999999999,1.447330061550233,4.251747443252774,0.07922924667835178,0.16302085267408772,True,30,0.06176897558799699,0,-0.003739424055676911,9.136483761858525e-09,0.010069145311098275,0.08553539198502765,-0.12562384612158758,0.03204121709835037,-0.016499268727439283,-0.005184512101791546,0.045133455475868445,,,,,,,
static,0.050166666666666665,5.016666666666667,1.4444251756164646,4.239414523446037,0.08915810115147678,0.17220994909648496,True,39,0.06294364750799442,0,-0.003949959818509828,2.8027841229897226e-10,0.010673677593093804,0.0905274842923304,-0.1319828409432077,0.0339880163699729,-0.017588953614710794,-0.005038545331880214,0.04921481271994426,,,,,,,
static,0.05213333333333333,5.213333333333333,1.4419851135969157,4.2290826993542545,0.09979653926444354,0.1814239029593435,True,33,0.07273619197971204,0,-0.00416461594677649,1.7957708214166217e-09,0.011281370115927749,0.09547456026600541,-0.13831605456618018,0.035942662266857696,-0.018692853940751025,-0.004856212023215461,0.053464156816402555,,,,,,,
static,0.054099999999999995,5.409999999999999,1.4400168171041028,4.220766797474335,0.11117127574501719,0.19080114578222038,True,33,0.08875012977031964,0,-0.004345766555914494,1.0608840197384268e-10,0.011899864123646976,0.10059986921583552,-0.14468193029961157,0.037917681697143796,-0.019816197584028333,-0.004723149474226726,0.0577810498718431,,,,,,,
static,0.05606666666666666,5.6066666666666665,1.4384636872021357,4.214216486410666,0.12329902480299162,0.20015215227687347,True,29,0.07756225289116286,0,-0.004561467968813789,5.66243774517606e-09,0.012502589239489536,0.10543437332093186,-0.15109273568387574,0.03993066730231714,-0.020937796753436728,-0.004522928058120324,0.06233004152904229,,,,,,,
