scheme,sample_subset,metric,n_valid,point_estimate,mean,median,mad,std,cv_abs,q02p5,q16,q84,q97p5,median_bias,probability_positive
MBB_12m,interior_only,beta_raw,118,20.271560299724396,27.67919225866247,23.244378414461465,12.085609343467098,19.205206819315855,0.6938499736496248,2.5900416334873397,10.209485540427332,47.28159958342772,69.21715817198262,2.97281811473707,1.0
MBB_12m,interior_only,beta_adjusted,118,19.961765533133907,27.381291021780306,22.946014966071154,12.07639459013279,19.224114317196065,0.7020894048386668,2.2872401137462246,9.915456742703052,47.00858320822464,68.98652921202797,2.984249432937247,1.0
MBB_12m,interior_only,beta_raw_at_BT2,118,107.92660145468805,107.95268160931963,108.25071137643792,1.166250425082822,1.747124353944179,0.01618416817348749,103.60187962563754,106.20417740347173,109.70811748314911,110.4272141074792,0.32410992174986575,1.0
MBB_12m,interior_only,beta_raw_at_pooled,118,20.271560299724396,20.278886579004116,20.341815289528768,0.24338124842519981,0.3479245446323048,0.01715698459463405,19.382689039950705,19.939608426369254,20.61681897431101,20.766870763147995,0.07025498980437206,1.0
MBB_12m,interior_only,beta_raw_at_19A,118,8.332827109206809,8.337684438167756,8.365754144176694,0.11403721783138288,0.1595694825304338,0.01913834515011939,7.94141163475415,8.16625337201921,8.492613962821814,8.56663499507129,0.03292703496988558,1.0
MBB_12m,interior_only,beta_adjusted_at_BT2,118,107.68964717904936,107.70630278499972,108.00355296982636,1.2443435218314036,1.7878824605121635,0.01659960851205787,103.37668363367499,105.97678261587664,109.53378521778328,110.1791422701525,0.31390579077699954,1.0
MBB_12m,interior_only,beta_adjusted_at_pooled,118,19.961765533133907,19.968073039637115,20.034186553919568,0.23053591865418,0.3386955291381626,0.016961853478091933,19.111717140003396,19.648222352242872,20.31407856396191,20.453731143161846,0.07242102078566148,1.0
MBB_12m,interior_only,beta_adjusted_at_19A,118,8.003784490406185,8.008794342328605,8.038051277062893,0.10416954345074991,0.1429156727012546,0.017844842381069436,7.668601489967248,7.874343305088426,8.148879636872453,8.20738964320899,0.03426678665670835,1.0
MBB_12m,interior_only,Vcem_fraction,118,0.012546045825196089,0.014133596627732201,0.01121610404203022,0.004984000040623181,0.010091234535558677,0.7139891424209875,0.004240424479431918,0.006012787454219446,0.021067695447330687,0.04340525372047437,-0.0013299417831658684,1.0
MBB_12m,interior_only,Cn,118,5.436001877454284,5.673080820378719,5.584901341870772,0.6230477461524808,0.8281875971249681,0.145985510051253,4.29518573355075,4.8081555271224135,6.5195429493210515,7.358091367997765,0.1488994644164876,1.0
MBB_20m_primary,all_success,A_raw,400,0.3026134543411656,0.3031466580982541,0.3038935513014959,0.003083631865704567,0.004933957469432724,0.016275810198222797,0.2909756266800667,0.29880763433397567,0.3078092918811444,0.3109157439846246,0.0012800969603303236,1.0
MBB_20m_primary,all_success,Gamma_raw,400,1.4911805471801822,1.4905352985393745,1.4926539299622976,0.013055842352094449,0.021050549784129964,0.014122811988926464,1.4424820743681779,1.4706236754719024,1.5117345346072604,1.5253764690154115,0.0014733827821153955,1.0
MBB_20m_primary,all_success,A_adjusted,400,0.3028371625535019,0.3033562604851111,0.3040616194921516,0.0032601586421376616,0.005157272891737365,0.017000713561968788,0.2901499258743855,0.29880179523920986,0.30825705714008217,0.3113995079927066,0.0012244569386496984,1.0
MBB_20m_primary,all_success,Gamma_adjusted,400,1.61812043572011,1.6180453502394692,1.6206998802556023,0.016910404013551372,0.028206829028383864,0.017432656646001472,1.5528427866918688,1.5929663287312408,1.6445863842927548,1.6680187411427139,0.0025794445354923035,1.0
MBB_20m_primary,all_success,beta_raw,400,20.271560299724396,31.767867772579237,24.228354590983436,12.245797415934582,27.811370541928035,0.8754560029343142,2.538757201927206,11.093796582341271,50.40801388283899,105.37347122537865,3.9567942912590404,1.0
MBB_20m_primary,all_success,beta_adjusted,400,19.961765533133907,31.47675524382531,23.924267689155613,12.25940610626055,27.846640126346514,0.8846731472364546,2.1825089752614217,10.752337773958013,50.137616345663524,105.18705697238735,3.9625021560217064,1.0
MBB_20m_primary,all_success,beta_raw_at_BT2,400,107.92660145468805,108.12500527647397,108.41569213675422,1.1140074216143319,1.7784126185700422,0.016447745958695387,103.75132989447049,106.54998627170298,109.77113684445206,110.9304748124448,0.4890906820661627,1.0
MBB_20m_primary,all_success,beta_raw_at_pooled,400,20.271560299724396,20.315725401096078,20.369414593612035,0.21790144848035453,0.35090621463708227,0.017272640169577705,19.45876471760872,20.00087257813002,20.636305809882714,20.862414257150938,0.09785429388763944,1.0
MBB_20m_primary,all_success,beta_raw_at_19A,400,8.332827109206809,8.35622725934223,8.382077182556417,0.09887948937745872,0.158879715834336,0.019013331124606393,7.982607753021162,8.20800425861399,8.502310560922785,8.60086646353973,0.04925007334960796,1.0
MBB_20m_primary,all_success,beta_adjusted_at_BT2,400,107.68964717904936,107.88141009377107,108.15131357254593,1.1564884080430673,1.8394266449507006,0.01705045052110333,103.18784307301655,106.27426589495786,109.62774440301959,110.74831939604847,0.46166639349657146,1.0
MBB_20m_primary,all_success,beta_adjusted_at_pooled,400,19.961765533133907,20.003334746439535,20.062682502948647,0.21453856572013486,0.3467248981105005,0.01733335478836674,19.135533474714943,19.686300556225085,20.331604973757017,20.516504315702875,0.1009169698147403,1.0
MBB_20m_primary,all_success,beta_adjusted_at_19A,400,8.003784490406185,8.02509227795077,8.046452975297496,0.09139315085205268,0.14546358355048833,0.018126094817645242,7.671236896582349,7.88935386497484,8.165937306364645,8.23799980197982,0.04266848489131192,1.0
MBB_20m_primary,all_success,Vcem_fraction,400,0.012546045825196089,0.013452972904603447,0.010838682997252384,0.004602561965059318,0.01008902885682867,0.7499479058176297,0.002847692781251686,0.005677569918106179,0.019923469010913134,0.04402522060578613,-0.0017073628279437054,1.0
MBB_20m_primary,all_success,Cn,400,5.436001877454284,5.795423259518357,5.689928884405086,0.6074945859951404,0.9350911915373048,0.16134993936836597,4.348321968335238,4.904821299163429,6.591261630058577,7.960269585658289,0.2539270069508017,1.0
MBB_20m_primary,all_success,hierarchy_qstar_delta,400,,2.053489916494957,0.8686650661445867,0.8162084947620656,2.9753695918179695,1.4489331395873335,0.003316824078027027,0.06692756110699406,4.076290650236592,9.330033050260619,,1.0
MBB_20m_primary,all_success,hierarchy_Cn_delta,400,,0.2806373001884482,0.2200406282536136,0.1524675067797574,0.25989255505781805,0.9260798720743821,0.0005830635665112996,0.03978903793088989,0.5233818290612576,0.9410144801923382,,1.0
MBB_20m_primary,all_success,hierarchy_delta_Cn_minus_qstar,400,,-1.772852616306509,-0.5264706524237823,0.7625885753602688,2.9938022613199538,1.6886921302895008,-9.235141547984021,-3.739259070910824,0.1706368421478214,0.6360822339821817,,0.29
MBB_20m_primary,interior_only,A_raw,398,0.3026134543411656,0.303227932447381,0.3039079122387673,0.0030680558194227103,0.004810618646132171,0.015864694941871673,0.29115203085779445,0.29886640196450776,0.3078111324944758,0.31091716411328135,0.0012944578976016863,1.0
